tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
16tr007i:LP-DIR-T12	16tr007i:LP-DIR-T	16tr007i		172.7	-5.1	0	0	0	0	12	913.0	0.005775	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	5.775e-08	8.276e-10	1.185e-09	2.062e-09	16tr007i	16tr007	unknown
16tr007i:LP-DIR-T13	16tr007i:LP-DIR-T	16tr007i		165.4	-6.7	0	0	0	0	13	923.0	0.004836	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	4.836e-08	7.396e-10	1.203e-09	1.416e-09	16tr007i	16tr007	unknown
16tr007i:LP-DIR-T14	16tr007i:LP-DIR-T	16tr007i	0.3	60.1	-27.4	0	0	0	0	14	930.0	0.0002778	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	13	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	2.754e-09	6.226e-10	7.22e-10	1.5580000000000002e-10	16tr007i	16tr007	unknown
16tr007i:LP-DIR-T15	16tr007i:LP-DIR-T	16tr007i		215.9	0.5	0	0	0	0	15	933.0	0.0003775	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	3.775e-09	6.788e-10	7.635e-10	7.757e-11	16tr007i	16tr007	unknown
16tr007i:LP-DIR-T16	16tr007i:LP-DIR-T	16tr007i		252.4	26.5	0	0	0	0	16	936.0	0.0005336000000000001	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	5.336e-09	7.943e-10	7.482999999999999e-10	9.755e-11	16tr007i	16tr007	unknown
16tr007m:LP-DIR-T1	16tr007m:LP-DIR-T	16tr007m		231.9	42.0	0	0	0	0	1	273.0	0.004179	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	4.1789999999999986e-08	1.3300000000000002e-09	1.013e-09	6.142999999999999e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T2	16tr007m:LP-DIR-T	16tr007m		226.6	44.3	0	0	0	0	2	353.0	0.003722	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	3.722e-08	1.366e-09	9.521e-10	6.607e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T3	16tr007m:LP-DIR-T	16tr007m		225.7	43.1	0	0	0	0	3	473.0	0.003703	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	3.703e-08	1.3550000000000002e-09	1e-09	6.332e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T4	16tr007m:LP-DIR-T	16tr007m		227.4	42.1	0	0	0	0	4	573.0	0.003858	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	3.858e-08	1.126e-09	1.035e-09	6.364e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T5	16tr007m:LP-DIR-T	16tr007m		229.4	42.6	0	0	0	0	5	673.0	0.003851	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	3.8510000000000005e-08	1.125e-09	1.038e-09	6.493e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T6	16tr007m:LP-DIR-T	16tr007m		231.3	44.8	0	0	0	0	6	773.0	0.003722	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	3.722e-08	1.234e-09	9.143e-10	6.368999999999999e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T7	16tr007m:LP-DIR-T	16tr007m		229.8	44.8	0	0	0	0	7	823.0	0.00364	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	3.64e-08	1.3550000000000002e-09	9.265e-10	6.324e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T8	16tr007m:LP-DIR-T	16tr007m		227.0	44.4	0	0	0	0	8	848.0	0.003669	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	3.6689999999999986e-08	1.206e-09	8.575000000000002e-10	6.26e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T9	16tr007m:LP-DIR-T	16tr007m		226.9	43.6	0	0	0	0	9	873.0	0.003474	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	3.474e-08	1.217e-09	9.936e-10	6.904e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T10	16tr007m:LP-DIR-T	16tr007m		227.7	42.0	0	0	0	0	10	888.0	0.003454	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	3.454e-08	1.358e-09	9.473e-10	6.68e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T11	16tr007m:LP-DIR-T	16tr007m		229.9	39.9	0	0	0	0	11	903.0	0.003279	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	3.279e-08	1.29e-09	9.975e-10	5.442e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T12	16tr007m:LP-DIR-T	16tr007m		221.7	48.3	0	0	0	0	12	913.0	0.00285	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	2.85e-08	1.071e-09	9.428e-10	3.302e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T13	16tr007m:LP-DIR-T	16tr007m		218.5	42.6	0	0	0	0	13	923.0	0.003038	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	3.0380000000000005e-08	1.087e-09	9.539e-10	3.676e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T14	16tr007m:LP-DIR-T	16tr007m		124.2	8.3	0	0	0	0	14	930.0	0.0004675	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	4.6750000000000005e-09	5.124e-10	5.811e-10	1.668e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T15	16tr007m:LP-DIR-T	16tr007m		107.3	14.2	0	0	0	0	15	933.0	0.000502	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	5.02e-09	5.458999999999999e-10	6.164e-10	1.74e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T16	16tr007m:LP-DIR-T	16tr007m		93.5	9.9	0	0	0	0	16	936.0	0.0006057	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	6.057e-09	6.314e-10	5.785e-10	2.476e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T17	16tr007m:LP-DIR-T	16tr007m		71.4	11.1	0	0	0	0	17	939.0	0.000789	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	7.89e-09	5.356e-10	5.844e-10	2.829e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T18	16tr007m:LP-DIR-T	16tr007m		57.4	-0.8	0	0	0	0	18	942.0	0.001047	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	1.047e-08	5.463e-10	5.373999999999999e-10	3.014e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T19	16tr007m:LP-DIR-T	16tr007m		194.8	2.8	0	0	0	0	19	945.0	0.0008484	This study	2G	LT-T-Z:LP-DIR-T	b	18	u	4.0	273.0			pmagpy-3.18.0	8.484e-09	5.64e-10	5.992000000000001e-10	1.959e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T20	16tr007m:LP-DIR-T	16tr007m		132.7	-4.3	0	0	0	0	20	948.0	0.0005291	This study	2G	LT-T-Z:LP-DIR-T	b	19	u	4.0	273.0			pmagpy-3.18.0	5.291e-09	4.821e-10	5.504e-10	1.634e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T21	16tr007m:LP-DIR-T	16tr007m		40.6	-2.1	0	0	0	0	21	951.0	0.001114	This study	2G	LT-T-Z:LP-DIR-T	b	20	u	4.0	273.0			pmagpy-3.18.0	1.114e-08	3.819e-10	4.286e-10	1.91e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T22	16tr007m:LP-DIR-T	16tr007m		62.5	-5.5	0	0	0	0	22	954.0	0.0008349999999999999	This study	2G	LT-T-Z:LP-DIR-T	b	21	u	4.0	273.0			pmagpy-3.18.0	8.35e-09	3.9830000000000006e-10	3.9960000000000005e-10	2.157e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T23	16tr007m:LP-DIR-T	16tr007m		188.1	-12.6	0	0	0	0	23	957.0	0.0006317	This study	2G	LT-T-Z:LP-DIR-T	b	22	u	4.0	273.0			pmagpy-3.18.0	6.317e-09	3.882e-10	4.149e-10	2.424e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T24	16tr007m:LP-DIR-T	16tr007m		99.4	-5.4	0	0	0	0	24	960.0	0.0004789	This study	2G	LT-T-Z:LP-DIR-T	b	23	u	4.0	273.0			pmagpy-3.18.0	4.789e-09	3.683e-10	4.262e-10	1.5719999999999998e-10	16tr007m	16tr007	unknown
16tr007m:LP-DIR-T25	16tr007m:LP-DIR-T	16tr007m		46.6	-8.0	0	0	0	0	25	963.0	0.0008773	This study	2G	LT-T-Z:LP-DIR-T	b	24	u	4.0	273.0			pmagpy-3.18.0	8.773e-09	3.078e-10	3.796e-10	1.378e-10	16tr007m	16tr007	unknown
16tr007p:LP-DIR-T1	16tr007p:LP-DIR-T	16tr007p		196.9	-26.7	0	0	0	0	1	273.0	0.002539	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	2.539e-08	3.627e-10	4.132e-10	7.429e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T2	16tr007p:LP-DIR-T	16tr007p		186.6	-38.3	0	0	0	0	2	353.0	0.002413	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	2.413e-08	6.607e-10	5.662000000000001e-10	7.489e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T3	16tr007p:LP-DIR-T	16tr007p		187.1	-40.6	0	0	0	0	3	473.0	0.002422	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	2.422e-08	6.239e-10	5.326e-10	6.902e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T4	16tr007p:LP-DIR-T	16tr007p		187.1	-43.2	0	0	0	0	4	573.0	0.00247	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	2.4700000000000003e-08	4.913e-10	5.806e-10	5.453e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T5	16tr007p:LP-DIR-T	16tr007p		186.0	-42.9	0	0	0	0	5	673.0	0.002393	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	2.3930000000000003e-08	5.97e-10	6.186e-10	5.737999999999999e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T6	16tr007p:LP-DIR-T	16tr007p		185.2	-44.6	0	0	0	0	6	773.0	0.0022960000000000003	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	2.296e-08	6.997000000000001e-10	5.746000000000001e-10	6.323e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T7	16tr007p:LP-DIR-T	16tr007p		183.1	-47.3	0	0	0	0	7	823.0	0.002158	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	2.158e-08	6.512000000000001e-10	5.09e-10	5.925e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T8	16tr007p:LP-DIR-T	16tr007p		179.2	-47.0	0	0	0	0	8	848.0	0.002127	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	2.127e-08	5.704999999999999e-10	4.584e-10	5.175e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T9	16tr007p:LP-DIR-T	16tr007p		173.2	-47.9	0	0	0	0	9	873.0	0.001998	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	1.998e-08	5.39e-10	5.383e-10	4.708000000000001e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T10	16tr007p:LP-DIR-T	16tr007p		173.2	-48.7	0	0	0	0	10	888.0	0.001867	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	1.867e-08	5.148e-10	4.43e-10	4.734e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T11	16tr007p:LP-DIR-T	16tr007p		166.3	-55.9	0	0	0	0	11	903.0	0.001675	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	1.675e-08	3.941e-10	4.302e-10	3.215e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T12	16tr007p:LP-DIR-T	16tr007p		177.2	-47.9	0	0	0	0	12	913.0	0.001906	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	1.906e-08	3.873e-10	2.96e-10	4.313e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T13	16tr007p:LP-DIR-T	16tr007p		127.8	-61.3	0	0	0	0	13	923.0	0.001618	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	1.618e-08	4.097e-10	1.962e-10	2.7060000000000003e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T14	16tr007p:LP-DIR-T	16tr007p		163.8	-40.1	0	0	0	0	14	930.0	0.002053	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	2.053e-08	3.627e-10	3.768e-10	4.052e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T15	16tr007p:LP-DIR-T	16tr007p		156.0	-37.4	0	0	0	0	15	933.0	0.001974	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	1.974e-08	4.321e-10	4.81e-10	3.796e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T16	16tr007p:LP-DIR-T	16tr007p		178.6	-30.3	0	0	0	0	16	936.0	0.00228	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	2.28e-08	5.828999999999999e-10	6.111000000000001e-10	6.295e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T17	16tr007p:LP-DIR-T	16tr007p		146.8	-41.4	0	0	0	0	17	939.0	0.00201	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	2.01e-08	5.752e-10	5.302000000000001e-10	4.996e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T18	16tr007p:LP-DIR-T	16tr007p		238.9	-14.9	0	0	0	0	18	942.0	0.001782	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	1.7819999999999997e-08	1.219e-09	8.344e-10	3.483e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T19	16tr007p:LP-DIR-T	16tr007p	1.1	45.7	-27.0	0	0	0	0	19	945.0	0.001943	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	18	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	1.936e-08	6.906e-10	6.92e-10	3.818e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T20	16tr007p:LP-DIR-T	16tr007p		92.7	-34.7	0	0	0	0	20	948.0	0.001534	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	1.534e-08	7.652e-10	7.614e-10	4.057e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T21	16tr007p:LP-DIR-T	16tr007p		87.8	-22.9	0	0	0	0	21	951.0	0.0017809999999999996	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	1.781e-08	8.157e-10	7.021000000000001e-10	5.851e-10	16tr007p	16tr007	unknown
16tr007p:LP-DIR-T22	16tr007p:LP-DIR-T	16tr007p		71.3	-11.2	0	0	0	0	22	954.0	0.002047	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	2.047e-08	8.142e-10	8.150000000000001e-10	6.035e-10	16tr007p	16tr007	unknown
16tr007r:LP-DIR-T1	16tr007r:LP-DIR-T	16tr007r		85.0	-48.4	0	0	0	0	1	273.0	0.02069	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	2.069e-07	7.686e-09	4.317e-09	4.294e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T2	16tr007r:LP-DIR-T	16tr007r		78.9	-47.8	0	0	0	0	2	353.0	0.02061	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	2.061e-07	7.904e-09	5.125999999999999e-09	4.615e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T3	16tr007r:LP-DIR-T	16tr007r		77.7	-48.2	0	0	0	0	3	473.0	0.02099	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	2.099e-07	7.805e-09	4.684e-09	4.482e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T4	16tr007r:LP-DIR-T	16tr007r		75.8	-46.3	0	0	0	0	4	573.0	0.02115	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	2.115e-07	1.428e-08	5.478e-09	4.429e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T5	16tr007r:LP-DIR-T	16tr007r		77.7	-46.0	0	0	0	0	5	673.0	0.02127	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	2.127e-07	6.6600000000000006e-09	5.466e-09	4.444e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T6	16tr007r:LP-DIR-T	16tr007r		80.9	-47.7	0	0	0	0	6	773.0	0.02099	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	2.099e-07	7.982e-09	5.264e-09	4.576e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T7	16tr007r:LP-DIR-T	16tr007r		78.3	-47.2	0	0	0	0	7	823.0	0.02037	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	2.037e-07	8.735e-09	5.7320000000000005e-09	4.796e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T8	16tr007r:LP-DIR-T	16tr007r		76.5	-47.3	0	0	0	0	8	848.0	0.02101	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	2.101e-07	7.799000000000001e-09	4.693e-09	4.708e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T9	16tr007r:LP-DIR-T	16tr007r	0.3	74.1	-45.5	0	0	0	0	9	873.0	0.02066	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	8	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	2.05e-07	7.261e-09	5.26e-09	4.789e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T10	16tr007r:LP-DIR-T	16tr007r		76.2	-45.7	0	0	0	0	10	888.0	0.0207	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	2.07e-07	7.319e-09	4.6750000000000005e-09	4.602e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T11	16tr007r:LP-DIR-T	16tr007r		77.1	-44.2	0	0	0	0	11	903.0	0.02028	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	2.028e-07	7.06e-09	5.014e-09	4.642e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T12	16tr007r:LP-DIR-T	16tr007r		75.1	-45.1	0	0	0	0	12	913.0	0.02085	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	2.085e-07	6.191e-09	3.956e-09	3.775e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T13	16tr007r:LP-DIR-T	16tr007r		74.6	-44.7	0	0	0	0	13	923.0	0.02013	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	2.013e-07	6.35e-09	3.931e-09	3.808e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T14	16tr007r:LP-DIR-T	16tr007r		69.9	-44.3	0	0	0	0	14	930.0	0.01982	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	1.982e-07	5.721e-09	3.444e-09	3.463e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T15	16tr007r:LP-DIR-T	16tr007r		71.3	-45.4	0	0	0	0	15	933.0	0.01951	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	1.951e-07	4.412e-09	2.225e-09	2.948e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T16	16tr007r:LP-DIR-T	16tr007r		71.2	-42.9	0	0	0	0	16	936.0	0.01903	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	1.903e-07	8.358999999999999e-09	1.085e-08	3.854e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T17	16tr007r:LP-DIR-T	16tr007r		71.4	-42.2	0	0	0	0	17	939.0	0.01921	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	1.921e-07	5.652000000000001e-09	4.169e-09	4.076e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T18	16tr007r:LP-DIR-T	16tr007r		69.4	-41.8	0	0	0	0	18	942.0	0.01847	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	1.847e-07	5.315e-09	3.749e-09	3.912e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T19	16tr007r:LP-DIR-T	16tr007r		73.5	-46.2	0	0	0	0	19	945.0	0.0186	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	1.86e-07	4.196e-09	2.097e-09	2.6950000000000003e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T20	16tr007r:LP-DIR-T	16tr007r		69.4	-41.8	0	0	0	0	20	948.0	0.0194	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	1.94e-07	4.455e-09	2.324e-09	3.007e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T21	16tr007r:LP-DIR-T	16tr007r		69.6	-40.9	0	0	0	0	21	951.0	0.01826	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	1.826e-07	5.563e-09	4.1060000000000005e-09	4.043e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T22	16tr007r:LP-DIR-T	16tr007r		71.0	-41.0	0	0	0	0	22	954.0	0.01651	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	1.6510000000000002e-07	4.314e-09	3.15e-09	3.334e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T23	16tr007r:LP-DIR-T	16tr007r		76.0	-42.8	0	0	0	0	23	957.0	0.01595	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	1.595e-07	4.067e-09	1.677e-09	2.646e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T24	16tr007r:LP-DIR-T	16tr007r		71.1	-41.8	0	0	0	0	24	960.0	0.01174	This study	2G	LT-T-Z:LP-DIR-T	g	23	u	4.0	273.0			pmagpy-3.18.0	1.174e-07	2.7e-09	9.755e-10	1.861e-09	16tr007r	16tr007	unknown
16tr007r:LP-DIR-T25	16tr007r:LP-DIR-T	16tr007r		77.1	-34.4	0	0	0	0	25	963.0	0.003018	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	3.018e-08	5.017e-10	3.343e-10	4.423e-10	16tr007r	16tr007	unknown
16tr007t:LP-DIR-T1	16tr007t:LP-DIR-T	16tr007t		204.5	-11.0	0	0	0	0	1	273.0	0.009172	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	9.172e-08	6.866e-10	1.396e-09	2.399e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T2	16tr007t:LP-DIR-T	16tr007t		198.2	-13.9	0	0	0	0	2	353.0	0.008615000000000001	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	8.615e-08	9.559e-10	1.478e-09	2.816e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T3	16tr007t:LP-DIR-T	16tr007t		198.1	-13.6	0	0	0	0	3	473.0	0.008544	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	8.544e-08	9.495e-10	1.4810000000000002e-09	2.8810000000000003e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T4	16tr007t:LP-DIR-T	16tr007t		199.6	-15.3	0	0	0	0	4	573.0	0.008622	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	8.622e-08	9.288e-10	1.465e-09	2.46e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T5	16tr007t:LP-DIR-T	16tr007t		198.7	-14.4	0	0	0	0	5	673.0	0.008384	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	8.384e-08	9.732e-10	1.486e-09	2.455e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T6	16tr007t:LP-DIR-T	16tr007t		200.9	-13.1	0	0	0	0	6	773.0	0.008211	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	8.211e-08	6.696e-10	1.359e-09	2.333e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T7	16tr007t:LP-DIR-T	16tr007t		201.5	-13.7	0	0	0	0	7	823.0	0.008064	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	8.064e-08	6.583999999999999e-10	1.286e-09	2.261e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T8	16tr007t:LP-DIR-T	16tr007t		197.2	-12.1	0	0	0	0	8	848.0	0.008008	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	8.007999999999999e-08	5.471e-10	1.273e-09	2.165e-09	16tr007t	16tr007	unknown
16tr007t:LP-DIR-T9	16tr007t:LP-DIR-T	16tr007t		194.4	-13.5	0	0	0	0	9	873.0	0.007556999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	7.557000000000001e-08	8.925e-10	1.401e-09	2.706e-09	16tr007t	16tr007	unknown
