tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-21 08:57:11	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T17	2.0	144.6	None	g	28.5	9.39e-09	17	8	1.8700000000000003e-10	2.54e-10	1.43e-10	u	273	0	0	0.0	0.0	853.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-21 17:46:09	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T18	3.2	146.5	None	g	30.1	9.02e-09	18	8	2.87e-10	3.9600000000000003e-10	1.68e-10	u	273	0	0	0.0	0.0	873.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-22 16:46:27	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T19	3.4	152.6	None	g	35.0	8.199999999999999e-09	19	8	2.62e-10	3.88e-10	1.66e-10	u	273	0	0	0.0	0.0	893.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-23 15:47:24	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T20	3.8	146.2	None	g	31.3	8.57e-09	20	8	3.2399999999999997e-10	4.6e-10	1.53e-10	u	273	0	0	0.0	0.0	903.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-24 12:28:14	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T21	3.2	148.6	None	g	35.2	7.85e-09	21	8	2.41e-10	3.5499999999999996e-10	1.34e-10	u	273	0	0	0.0	0.0	913.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-25 08:47:54	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T22	2.8	139.5	None	g	30.4	8.469999999999999e-09	22	8	2.34e-10	3.61e-10	1.26e-10	u	273	0	0	0.0	0.0	918.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-29 11:36:35	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T23	4.6	143.3	None	g	32.7	7.94e-09	23	8	3.94e-10	4.8e-10	1.64e-10	u	273	0	0	0.0	0.0	923.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-08-30 08:15:27	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T24	2.0	134.6	None	g	27.2	8.3e-09	24	8	1.0399999999999999e-10	3.09e-10	1.38e-10	u	273	0	0	0.0	0.0	928.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-01 21:32:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T25	4.2	153.8	None	g	31.0	6.29e-09	25	8	2e-10	4.26e-10	1.06e-10	u	273	0	0	0.0	0.0	933.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-10 13:56:38	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T26	4.9	133.3	None	g	23.5	7.1499999999999995e-09	26	8	3.88e-10	4.2500000000000003e-10	2.89e-10	u	273	0	0	0.0	0.0	938.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-12 20:09:37	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T27	10.5	184.4	None	b	-10.6	1.66e-09	27	8	6.39e-11	1.5800000000000002e-10	2.68e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-13 09:10:52	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T28	10.6	182.8	None	b	-10.2	1.46e-09	28	8	8.68e-11	8.22e-11	2.71e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-14 14:14:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T29	10.5	199.7	None	b	-6.7	1.6800000000000004e-09	29	8	6.65e-11	9.940000000000001e-11	3.02e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-14 15:08:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T30	10.7	195.3	None	g	-6.7	1.62e-09	30	8	7.43e-11	1.1599999999999999e-10	2.9399999999999997e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-15 12:22:15	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T31	13.3	154.1	None	b	12.3	1.22e-09	31	8	9.679999999999999e-11	2.0799999999999998e-10	1.97e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-15 14:42:03	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T32	14.2	157.1	None	g	12.7	1.14e-09	32	8	1.08e-10	1.3000000000000002e-10	2.41e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-16 19:16:02	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T33	8.7	197.6	None	g	17.7	1.49e-09	33	8	6.85e-11	1.08e-10	1.96e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-19 09:18:01	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T34	8.0	212.7	None	b	19.9	1.71e-09	34	8	6.78e-11	8.000000000000001e-11	2.25e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-19 21:30:54	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T35	15.4	93.7	None	b	1.3	8.98e-10	35	8	8.2e-11	1.3000000000000002e-10	2.2700000000000002e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-22 11:49:16	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T36	33.5	134.8	None	g	3.0	3.5299999999999997e-10	36	8	6.39e-11	5.47e-11	2.18e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-22 12:30:05	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T37	34.1	124.5	None	b	1.6	3.57e-10	37	8	6.12e-11	6.03e-11	2.26e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-22 22:20:30	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T38	13.7	193.6	None	b	-1.0	9.5e-10	38	8	5.31e-11	1.68e-10	1.6299999999999998e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-24 10:57:26	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T39	13.3	172.8	None	b	3.1	8.52e-10	39	8	5.77e-11	9.590000000000001e-11	1.73e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-24 20:05:29	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T40	13.9	146.5	None	b	-4.8	1.01e-09	40	8	5.370000000000001e-11	9.88e-11	2.24e-10	u	273	0	0	0.0	0.0	953.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-25 09:32:07	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T41	14.7	141.6	None	b	-4.7	8.68e-10	41	8	5.62e-11	9.559999999999999e-11	2.03e-10	u	273	0	0	0.0	0.0	953.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-09-26 13:48:50	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T42	6.0	264.0	None	b	7.0	2.0100000000000003e-09	42	8	5.6e-11	5.2899999999999987e-11	2.0400000000000002e-10	u	273	0	0	0.0	0.0	955.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-01 13:59:11	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T43	18.6	174.6	None	b	-0.0	6.78e-10	43	8	3.62e-11	6.690000000000001e-11	2.18e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-01 16:51:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T44	20.2	180.4	None	b	2.4	6.43e-10	44	8	4.0700000000000006e-11	7.7e-11	2.22e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-01 18:39:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T45	21.2	179.3	None	b	2.1	6.360000000000001e-10	45	8	3.87e-11	1.0200000000000001e-10	2.24e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-02 14:05:23	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T46	7.9	209.7	None	b	-11.8	1.59e-09	46	8	6.509999999999999e-11	7.98e-11	2.13e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-02 16:17:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T47	7.6	208.5	None	b	-11.3	1.57e-09	47	8	6.78e-11	8.06e-11	2.01e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-02 17:42:58	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T48	7.4	208.1	None	b	-11.9	1.56e-09	48	8	6.199999999999999e-11	6.17e-11	2e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-03 17:03:30	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T49	13.2	173.4	None	b	-16.6	7.969999999999999e-10	49	8	3.88e-11	7.74e-11	1.73e-10	u	273	0	0	0.0	0.0	961.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-05 08:19:15	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T50	13.5	175.1	None	b	-17.8	7.22e-10	50	8	6.24e-11	6.73e-11	1.5e-10	u	273	0	0	0.0	0.0	961.0
None	This study	Mamagou	TR004-T	TR004	TR004-Ta	TR004-Ta:LP-DIR-T	hargrave 2017-10-05 10:20:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ta:LP-DIR-T51	14.8	174.4	None	g	-16.5	6.85e-10	51	8	4.1600000000000004e-11	6.65e-11	1.76e-10	u	273	0	0	0.0	0.0	961.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-07-20 11:44:56	LT-NO:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T1	1.7	110.2	None	g	14.7	1.07e-08	1	8	2.73e-10	2.7799999999999997e-10	1.54e-10	u	273	0	0	0.0	0.0	273.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-07-21 13:10:27	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T2	3.0	110.7	None	g	6.9	9.64e-09	2	8	4.68e-10	1.9099999999999999e-10	1.25e-10	u	273	0	0	0.0	0.0	373.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-07-24 08:37:17	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T3	5.7	109.4	None	g	-6.2	7.36e-09	3	8	6.819999999999999e-10	2.6000000000000003e-10	1.31e-10	u	273	0	0	0.0	0.0	473.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-07-24 16:32:25	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T4	3.7	108.3	None	g	-12.0	6.11e-09	4	8	3.51e-10	1.77e-10	1.08e-10	u	273	0	0	0.0	0.0	573.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-07-31 12:09:26	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T5	1.9	105.0	None	g	-17.5	5.3e-09	5	8	1.33e-10	1.17e-10	1.03e-10	u	273	0	0	0.0	0.0	623.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-01 10:33:56	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T6	2.8	101.3	None	g	-24.6	4.65e-09	6	8	1.96e-10	1.1400000000000001e-10	8.82e-11	u	273	0	0	0.0	0.0	673.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-02 10:02:52	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T7	2.1	95.9	None	g	-35.2	3.8e-09	7	8	9.37e-11	9.230000000000001e-11	7.109999999999999e-11	u	273	0	0	0.0	0.0	723.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-03 16:58:42	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T8	3.5	92.0	None	g	-40.2	3.55e-09	8	8	1.89e-10	1.23e-10	6.06e-11	u	273	0	0	0.0	0.0	748.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-04 13:35:58	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T9	2.2	86.2	None	g	-48.4	3.21e-09	9	8	8.029999999999998e-11	9.679999999999999e-11	5.6799999999999994e-11	u	273	0	0	0.0	0.0	773.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-07 10:26:31	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T10	2.7	80.0	None	g	-55.2	3.05e-09	10	8	9.97e-11	9.7e-11	6.92e-11	u	273	0	0	0.0	0.0	798.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-08 09:40:02	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T11	2.3	65.7	None	g	-69.5	2.7600000000000004e-09	11	8	6.86e-11	8.43e-11	4.77e-11	u	273	0	0	0.0	0.0	823.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-09 09:38:13	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T12	1.7	60.5	None	g	-72.0	2.67e-09	12	8	4.79e-11	6.27e-11	2.78e-11	u	273	0	0	0.0	0.0	828.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-16 10:58:09	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T13	2.5	40.0	None	g	-75.9	2.55e-09	13	8	7.250000000000001e-11	7.96e-11	6.04e-11	u	273	0	0	0.0	0.0	833.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-16 19:20:36	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T14	2.7	32.5	None	g	-76.5	2.59e-09	14	8	8.48e-11	8.38e-11	5.21e-11	u	273	0	0	0.0	0.0	838.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-17 16:01:18	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T15	2.5	23.4	None	g	-75.7	2.5600000000000003e-09	15	8	7.36e-11	7.7e-11	5.86e-11	u	273	0	0	0.0	0.0	843.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-18 11:43:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T16	2.7	22.1	None	g	-75.6	2.5e-09	16	8	7.8e-11	8.17e-11	7.090000000000001e-11	u	273	0	0	0.0	0.0	848.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-21 08:58:47	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T17	2.7	6.1	None	g	-76.5	2.5e-09	17	8	7.859999999999999e-11	8.35e-11	4.3299999999999995e-11	u	273	0	0	0.0	0.0	853.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-21 17:47:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T18	2.4	356.1	None	g	-78.4	2.5e-09	18	8	7.209999999999999e-11	7.250000000000001e-11	5.160000000000001e-11	u	273	0	0	0.0	0.0	873.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-22 16:48:03	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T19	2.5	322.6	None	g	-69.6	2.62e-09	19	8	7.900000000000001e-11	7.54e-11	5.5e-11	u	273	0	0	0.0	0.0	893.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-23 15:49:00	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T20	2.5	318.6	None	g	-69.5	2.8199999999999998e-09	20	8	8.99e-11	8.029999999999998e-11	5.84e-11	u	273	0	0	0.0	0.0	903.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-24 12:29:55	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T21	2.6	309.7	None	g	-61.7	2.8100000000000004e-09	21	8	9.809999999999999e-11	7.05e-11	5.15e-11	u	273	0	0	0.0	0.0	913.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-25 08:49:30	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T22	2.6	311.0	None	g	-60.2	2.7399999999999996e-09	22	8	8.920000000000001e-11	6.759999999999999e-11	6.990000000000001e-11	u	273	0	0	0.0	0.0	918.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-29 11:38:11	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T23	2.7	307.0	None	g	-60.0	3.07e-09	23	8	1.13e-10	6.72e-11	9.000000000000001e-11	u	273	0	0	0.0	0.0	923.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-08-30 08:16:44	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T24	2.2	305.4	None	g	-62.8	2.9e-09	24	8	7.509999999999999e-11	6.100000000000001e-11	6.93e-11	u	273	0	0	0.0	0.0	928.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-01 21:33:58	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T25	3.0	293.4	None	g	-56.0	2.72e-09	25	8	1.12e-10	7.36e-11	6.09e-11	u	273	0	0	0.0	0.0	933.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-10 13:58:18	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T26	2.5	308.6	None	g	-67.5	2.85e-09	26	8	7.92e-11	8.57e-11	5.8200000000000003e-11	u	273	0	0	0.0	0.0	938.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-12 20:11:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T27	5.8	247.5	None	g	-39.8	1.1e-09	27	8	3.02e-11	3.14e-11	1.2e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-15 12:23:42	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T28	8.9	199.3	None	g	-34.2	5.76e-10	28	8	3.14e-11	3.7799999999999995e-11	1.0699999999999999e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-15 15:23:12	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T29	9.9	203.5	None	b	-34.7	5.68e-10	29	8	2.2399999999999998e-11	2.93e-11	1.2e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-16 19:17:30	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T30	9.6	212.8	None	g	-17.6	5.32e-10	30	8	3.6299999999999994e-11	4.21e-11	1.01e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-19 09:20:47	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T31	10.6	220.9	None	b	-14.2	5.820000000000001e-10	31	8	3.5e-11	3.9500000000000006e-11	1.13e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-19 21:32:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T32	11.1	141.9	None	b	-8.0	6.54e-10	32	8	4.76e-11	5.0799999999999995e-11	1.12e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-22 11:50:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T33	10.5	153.9	None	b	-8.1	6.35e-10	33	8	3.5700000000000003e-11	3.4900000000000004e-11	1.12e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-22 12:31:32	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T34	12.1	151.5	None	b	-9.3	6.43e-10	34	8	5.6799999999999994e-11	5.94e-11	1.19e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-22 22:21:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T35	14.0	191.3	None	b	-17.0	3.75e-10	35	8	2.97e-11	3.23e-11	9.65e-11	u	273	0	0	0.0	0.0	951.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-24 10:58:54	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T36	16.9	184.9	None	b	-16.0	3.39e-10	36	8	2.7199999999999997e-11	4.0899999999999996e-11	1.03e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-24 20:06:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T37	11.1	150.9	None	b	1.2	5.38e-10	37	8	2.95e-11	4.06e-11	9.690000000000001e-11	u	273	0	0	0.0	0.0	953.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-25 09:33:34	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T38	11.5	150.1	None	b	0.9	5.28e-10	38	8	2.6700000000000002e-11	4.0499999999999996e-11	9.859999999999999e-11	u	273	0	0	0.0	0.0	953.0
None	This study	Mamagou	TR004-U	TR004	TR004-Ua	TR004-Ua:LP-DIR-T	hargrave 2017-09-26 13:50:18	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR004-Ua:LP-DIR-T39	7.0	253.9	None	b	3.6	1.24e-09	39	8	2.33e-11	3.39e-11	1.49e-10	u	273	0	0	0.0	0.0	955.0
