tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
TR036-Ka	TR036-Ka:LP-DIR-T	TR036-K		171.9	-22.8	HT	318.1	-63.2	2	11	-1		10.2	893	773	K		hargrave 2018-02-14 17:33:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR036
TR036-Ka	TR036-Ka:LP-DIR-T	TR036-K		359.3	37.6	HT	225.2	42.1	2	11	0		10.2	893	773	K		hargrave 2018-02-14 17:33:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ma	TR036-Ma:LP-DIR-T	TR036-M				LT	187.1	-17.6	2	9	-1	27.9	7.9	823	473	K		hargrave 2018-02-14 17:36:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Ma	TR036-Ma:LP-DIR-T	TR036-M				HT	325.8	6.4	2	18	0	0.0	11.2	961	945	K		hargrave 2018-02-14 17:36:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ma	TR036-Ma:LP-DIR-T	TR036-M				LT	8.2	46.8	2	9	0	27.9	7.9	823	473	K		hargrave 2018-02-14 17:36:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ma	TR036-Ma:LP-DIR-T	TR036-M				HT	10.2	-63.3	2	18	100	0.0	11.2	961	945	K		hargrave 2018-02-14 17:36:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ma	TR036-Ma:LP-DIR-T	TR036-M				LT	341.2	-12.9	2	9	100	27.9	7.9	823	473	K		hargrave 2018-02-14 17:36:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ma	TR036-Ma:LP-DIR-T	TR036-M				HT	130.4	-45.5	2	18	-1	0.0	11.2	961	945	K		hargrave 2018-02-14 17:36:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR036
TR042-Aa	TR042-Aa:LP-DIR-T	TR042-A				HT	63.2	-50.8	1	11	0	0.0	4.4	961	938	K		hargrave 2018-02-26 12:06:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Aa	TR042-Aa:LP-DIR-T	TR042-A				HT	53.7	-43.4	1	11	-1	0.0	4.4	961	938	K		hargrave 2018-02-26 12:06:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Aa	TR042-Aa:LP-DIR-T	TR042-A				HT	63.9	-59.2	1	11	100	0.0	4.4	961	938	K		hargrave 2018-02-26 12:06:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ba	TR042-Ba:LP-DIR-T	TR042-B				HT	142.7	-64.2	1	19	100	0.0	1.1	961	873	K		hargrave 2018-02-26 12:09:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ba	TR042-Ba:LP-DIR-T	TR042-B				HT	348.8	-61.2	1	19	-1	0.0	1.1	961	873	K		hargrave 2018-02-26 12:09:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ba	TR042-Ba:LP-DIR-T	TR042-B				HT	126.7	-61.9	1	19	0	0.0	1.1	961	873	K		hargrave 2018-02-26 12:09:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ca	TR042-Ca:LP-DIR-T	TR042-C				LT	106.7	49.6	2	3	-1	106.6	6.4	473	273	K		hargrave 2018-02-26 12:10:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR042
TR042-Ca	TR042-Ca:LP-DIR-T	TR042-C				HT	28.8	-48.8	2	8	-1	0.0	7.1	961	947	K		hargrave 2018-02-26 12:10:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ca	TR042-Ca:LP-DIR-T	TR042-C				LT	341.4	33.5	2	3	0	106.6	6.4	473	273	K		hargrave 2018-02-26 12:10:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ca	TR042-Ca:LP-DIR-T	TR042-C				HT	71.0	-61.9	2	8	0	0.0	7.1	961	947	K		hargrave 2018-02-26 12:10:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ca	TR042-Ca:LP-DIR-T	TR042-C				LT	346.6	31.5	2	3	100	106.6	6.4	473	273	K		hargrave 2018-02-26 12:10:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ca	TR042-Ca:LP-DIR-T	TR042-C				HT	75.2	-70.1	2	8	100	0.0	7.1	961	947	K		hargrave 2018-02-26 12:10:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Da	TR042-Da:LP-DIR-T	TR042-D				HT	202.7	-63.0	1	7	100	0.0	2.3	961	949	K		hargrave 2018-02-26 14:42:56	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Da	TR042-Da:LP-DIR-T	TR042-D				HT	332.3	-41.7	1	7	-1	0.0	2.3	961	949	K		hargrave 2018-02-26 14:42:56	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Da	TR042-Da:LP-DIR-T	TR042-D				HT	189.5	-69.0	1	7	0	0.0	2.3	961	949	K		hargrave 2018-02-26 14:42:56	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ea	TR042-Ea:LP-DIR-T	TR042-E				HT	357.6	-58.6	1	6	-1	0.0	3.7	961	951	K		hargrave 2018-02-26 12:12:40	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ea	TR042-Ea:LP-DIR-T	TR042-E				HT	118.1	-63.4	1	6	0	0.0	3.7	961	951	K		hargrave 2018-02-26 12:12:40	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ea	TR042-Ea:LP-DIR-T	TR042-E				HT	134.7	-66.8	1	6	100	0.0	3.7	961	951	K		hargrave 2018-02-26 12:12:40	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Fa	TR042-Fa:LP-DIR-T	TR042-F				HT	0.2	-48.3	1	8	-1	0.0	2.9	961	947	K		hargrave 2018-02-26 12:13:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Fa	TR042-Fa:LP-DIR-T	TR042-F				HT	115.9	-62.7	1	8	0	0.0	2.9	961	947	K		hargrave 2018-02-26 12:13:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Fa	TR042-Fa:LP-DIR-T	TR042-F				HT	131.8	-66.4	1	8	100	0.0	2.9	961	947	K		hargrave 2018-02-26 12:13:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ga	TR042-Ga:LP-DIR-T	TR042-G				HT	358.6	-63.4	1	10	-1	0.0	1.7	961	945	K		hargrave 2018-02-26 14:50:07	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ga	TR042-Ga:LP-DIR-T	TR042-G				HT	133.5	-60.9	1	10	100	0.0	1.7	961	945	K		hargrave 2018-02-26 14:50:07	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ga	TR042-Ga:LP-DIR-T	TR042-G				HT	120.5	-57.5	1	10	0	0.0	1.7	961	945	K		hargrave 2018-02-26 14:50:07	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ha	TR042-Ha:LP-DIR-T	TR042-H				HT	99.0	-66.6	1	8	100	0.0	4.5	961	947	K		hargrave 2018-02-26 12:19:01	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ha	TR042-Ha:LP-DIR-T	TR042-H				HT	89.7	-59.6	1	8	0	0.0	4.5	961	947	K		hargrave 2018-02-26 12:19:01	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ha	TR042-Ha:LP-DIR-T	TR042-H				HT	31.4	-67.2	1	8	-1	0.0	4.5	961	947	K		hargrave 2018-02-26 12:19:01	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ia	TR042-Ia:LP-DIR-T	TR042-I				HT	314.7	-77.2	1	6	0	0.0	3.2	961	951	K		hargrave 2018-02-26 12:20:12	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ia	TR042-Ia:LP-DIR-T	TR042-I				HT	286.8	-73.0	1	6	100	0.0	3.2	961	951	K		hargrave 2018-02-26 12:20:12	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ia	TR042-Ia:LP-DIR-T	TR042-I				HT	2.5	-35.4	1	6	-1	0.0	3.2	961	951	K		hargrave 2018-02-26 12:20:12	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ja	TR042-Ja:LP-DIR-T	TR042-J				HT	90.5	-56.6	1	6	100	0.0	2.8	961	951	K		hargrave 2018-02-26 12:21:27	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ja	TR042-Ja:LP-DIR-T	TR042-J				HT	77.1	-65.6	1	6	-1	0.0	2.8	961	951	K		hargrave 2018-02-26 12:21:27	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ja	TR042-Ja:LP-DIR-T	TR042-J				HT	85.3	-49.2	1	6	0	0.0	2.8	961	951	K		hargrave 2018-02-26 12:21:27	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ka	TR042-Ka:LP-DIR-T	TR042-K				HT	122.1	-42.6	1	7	100	0.0	9.0	961	949	K		hargrave 2018-02-26 12:22:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ka	TR042-Ka:LP-DIR-T	TR042-K				HT	38.4	-83.2	1	7	-1	0.0	9.0	961	949	K		hargrave 2018-02-26 12:22:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ka	TR042-Ka:LP-DIR-T	TR042-K				HT	115.9	-38.2	1	7	0	0.0	9.0	961	949	K		hargrave 2018-02-26 12:22:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ma	TR042-Ma:LP-DIR-T	TR042-M				HT	187.8	-64.0	1	7	0	0.0	2.3	961	949	K		hargrave 2018-02-26 12:25:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Ma	TR042-Ma:LP-DIR-T	TR042-M				HT	199.0	-58.2	1	7	100	0.0	2.3	961	949	K		hargrave 2018-02-26 12:25:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ma	TR042-Ma:LP-DIR-T	TR042-M				HT	326.4	-45.4	1	7	-1	0.0	2.3	961	949	K		hargrave 2018-02-26 12:25:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Pa	TR042-Pa:LP-DIR-T	TR042-P				HT	20.4	-43.8	1	7	-1	0.0	2.3	961	949	K		hargrave 2018-02-26 12:26:30	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Pa	TR042-Pa:LP-DIR-T	TR042-P				HT	95.9	-58.1	1	7	0	0.0	2.3	961	949	K		hargrave 2018-02-26 12:26:30	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR042-Pa	TR042-Pa:LP-DIR-T	TR042-P				HT	105.9	-64.5	1	7	100	0.0	2.3	961	949	K		hargrave 2018-02-26 12:26:30	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ta	TR042-Ta:LP-DIR-T	TR042-T				HT	339.7	-27.7	1	5	-1	0.0	0.9	961	951	K		hargrave 2018-02-26 12:27:40	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR042
TR042-Ta	TR042-Ta:LP-DIR-T	TR042-T				HT	222.7	-61.9	1	5	100	0.0	0.9	961	951	K		hargrave 2018-02-26 12:27:40	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR042
TR042-Ta	TR042-Ta:LP-DIR-T	TR042-T				HT	216.0	-69.7	1	5	0	0.0	0.9	961	951	K		hargrave 2018-02-26 12:27:40	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR042
TR045-Aa	TR045-Aa:LP-DIR-T	TR045-A				HT	224.8	20.3	1	8	0	0.0	2.6	963	949	K		hargrave 2018-02-28 12:53:19	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-Aa	TR045-Aa:LP-DIR-T	TR045-A				HT	281.0	37.2	1	8	-1	0.0	2.6	963	949	K		hargrave 2018-02-28 12:53:19	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-Aa	TR045-Aa:LP-DIR-T	TR045-A				HT	239.8	26.1	1	8	100	0.0	2.6	963	949	K		hargrave 2018-02-28 12:53:19	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ba	TR045-Ba:LP-DIR-T	TR045-B				LT	130.8	11.8	2	3	-1	110.2	6.9	473	273	K		hargrave 2018-02-28 12:56:11	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Ba	TR045-Ba:LP-DIR-T	TR045-B		304.1	32.8	HT	0.7	-40.4	2	9	-1		13.1	961	945	K		hargrave 2018-02-28 12:56:11	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR045
TR045-Ba	TR045-Ba:LP-DIR-T	TR045-B		242.5	18.1	HT	77.1	71.4	2	9	0		13.1	961	945	K		hargrave 2018-02-28 12:56:11	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ba	TR045-Ba:LP-DIR-T	TR045-B				LT	16.2	30.3	2	3	0	110.2	6.9	473	273	K		hargrave 2018-02-28 12:56:11	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ba	TR045-Ba:LP-DIR-T	TR045-B		252.7	14.4	HT	185.3	-56.3	2	9	100		13.1	961	945	K		hargrave 2018-02-28 12:56:11	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ba	TR045-Ba:LP-DIR-T	TR045-B				LT	9.0	4.2	2	3	100	110.2	6.9	473	273	K		hargrave 2018-02-28 12:56:11	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ca	TR045-Ca:LP-DIR-T	TR045-C				HT	230.7	21.0	2	8	0	0.0	19.7	963	949	K		hargrave 2018-02-28 17:12:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ca	TR045-Ca:LP-DIR-T	TR045-C				LT	357.4	35.0	2	10	0	62.3	5.0	823	373	K		hargrave 2018-02-28 17:12:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ca	TR045-Ca:LP-DIR-T	TR045-C				HT	245.0	23.3	2	8	100	0.0	19.7	963	949	K		hargrave 2018-02-28 17:12:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ca	TR045-Ca:LP-DIR-T	TR045-C				LT	352.5	3.5	2	10	100	62.3	5.0	823	373	K		hargrave 2018-02-28 17:12:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ca	TR045-Ca:LP-DIR-T	TR045-C				HT	277.2	49.5	2	8	-1	0.0	19.7	963	949	K		hargrave 2018-02-28 17:12:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-Ca	TR045-Ca:LP-DIR-T	TR045-C				LT	117.3	23.7	2	10	-1	62.3	5.0	823	373	K		hargrave 2018-02-28 17:12:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Da	TR045-Da:LP-DIR-T	TR045-D				LT	95.9	24.4	1	9	-1	54.3	3.8	823	473	K		hargrave 2018-02-28 17:14:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Da	TR045-Da:LP-DIR-T	TR045-D				LT	346.1	19.5	1	9	0	54.3	3.8	823	473	K		hargrave 2018-02-28 17:14:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Da	TR045-Da:LP-DIR-T	TR045-D				LT	345.7	-13.6	1	9	100	54.3	3.8	823	473	K		hargrave 2018-02-28 17:14:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ea	TR045-Ea:LP-DIR-T	TR045-E				LT	104.5	28.6	1	9	-1	79.3	6.0	798	373	K		hargrave 2018-02-28 17:15:31	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Ea	TR045-Ea:LP-DIR-T	TR045-E				LT	346.6	-2.0	1	9	100	79.3	6.0	798	373	K		hargrave 2018-02-28 17:15:31	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ea	TR045-Ea:LP-DIR-T	TR045-E				LT	349.1	30.8	1	9	0	79.3	6.0	798	373	K		hargrave 2018-02-28 17:15:31	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Fa	TR045-Fa:LP-DIR-T	TR045-F				HT	218.2	30.8	2	14	100	0.0	7.4	963	928	K		hargrave 2018-02-28 17:18:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-Fa	TR045-Fa:LP-DIR-T	TR045-F				LT	326.6	12.8	2	3	100	70.5	6.6	573	373	K		hargrave 2018-02-28 17:18:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Fa	TR045-Fa:LP-DIR-T	TR045-F				HT	205.8	13.4	2	14	0	0.0	7.4	963	928	K		hargrave 2018-02-28 17:18:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-Fa	TR045-Fa:LP-DIR-T	TR045-F				LT	114.0	48.8	2	3	-1	70.5	6.6	573	373	K		hargrave 2018-02-28 17:18:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Fa	TR045-Fa:LP-DIR-T	TR045-F				LT	324.5	46.7	2	3	0	70.5	6.6	573	373	K		hargrave 2018-02-28 17:18:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Fa	TR045-Fa:LP-DIR-T	TR045-F				HT	284.6	32.0	2	14	-1	0.0	7.4	963	928	K		hargrave 2018-02-28 17:18:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-Ga	TR045-Ga:LP-DIR-T	TR045-G				LT	347.5	1.1	2	11	100	13.9	10.6	833	473	K		hargrave 2018-02-28 17:19:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ga	TR045-Ga:LP-DIR-T	TR045-G				LT	106.3	31.8	2	11	-1	13.9	10.6	833	473	K		hargrave 2018-02-28 17:19:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Ga	TR045-Ga:LP-DIR-T	TR045-G		326.1	4.6	HT	220.9	72.9	2	5	100		8.7	963	955	K		hargrave 2018-02-28 17:19:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ga	TR045-Ga:LP-DIR-T	TR045-G		88.8	53.9	HT	231.2	30.0	2	5	-1		8.7	963	955	K		hargrave 2018-02-28 17:19:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR045
TR045-Ga	TR045-Ga:LP-DIR-T	TR045-G				LT	350.8	33.7	2	11	0	13.9	10.6	833	473	K		hargrave 2018-02-28 17:19:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ga	TR045-Ga:LP-DIR-T	TR045-G		324.6	38.5	HT	355.4	-47.2	2	5	0		8.7	963	955	K		hargrave 2018-02-28 17:19:26	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ha	TR045-Ha:LP-DIR-T	TR045-H				HT	69.2	53.7	1	8	0	0.0	5.4	963	949	K		hargrave 2018-02-28 17:20:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ha	TR045-Ha:LP-DIR-T	TR045-H				HT	28.2	45.3	1	8	100	0.0	5.4	963	949	K		hargrave 2018-02-28 17:20:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ha	TR045-Ha:LP-DIR-T	TR045-H				HT	169.6	-23.9	1	8	-1	0.0	5.4	963	949	K		hargrave 2018-02-28 17:20:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-Ia	TR045-Ia:LP-DIR-T	TR045-I				HT	52.0	52.4	1	8	0	0.0	4.8	963	951	K		hargrave 2018-02-28 17:22:21	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ia	TR045-Ia:LP-DIR-T	TR045-I				HT	153.5	25.4	1	8	-1	0.0	4.8	963	951	K		hargrave 2018-02-28 17:22:21	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-Ia	TR045-Ia:LP-DIR-T	TR045-I				HT	20.3	36.7	1	8	100	0.0	4.8	963	951	K		hargrave 2018-02-28 17:22:21	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ja	TR045-Ja:LP-DIR-T	TR045-J				HT	5.8	15.0	1	7	100	0.0	6.8	963	951	K		hargrave 2018-02-28 17:25:30	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ja	TR045-Ja:LP-DIR-T	TR045-J				HT	142.9	10.7	1	7	-1	0.0	6.8	963	951	K		hargrave 2018-02-28 17:25:30	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-Ja	TR045-Ja:LP-DIR-T	TR045-J				HT	18.0	41.5	1	7	0	0.0	6.8	963	951	K		hargrave 2018-02-28 17:25:30	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-Ka	TR045-Ka:LP-DIR-T	TR045-K				HT	58.3	75.0	1	9	0	0.0	3.6	963	947	K		hargrave 2018-02-28 17:27:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
