tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_moment	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
TR035-Ja:LP-DIR-T7	TR035-Ja:LP-DIR-T	TR035-Ja	1.6	225.1	7.4	0	0	0.0	0.0	7	723.0	2.3e-08	This study	hargrave 2017-10-23 10:59:53	LT-T-Z:LP-DIR-T	g	730	u	8	273			pmagpy-3.16.0	4.45e-10	3.78e-10	4.62e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T8	TR035-Ja:LP-DIR-T	TR035-Ja	1.4	225.7	7.7	0	0	0.0	0.0	8	748.0	2.27e-08	This study	hargrave 2017-10-24 08:25:11	LT-T-Z:LP-DIR-T	g	731	u	8	273			pmagpy-3.16.0	4.86e-10	3.64e-10	3.54e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T9	TR035-Ja:LP-DIR-T	TR035-Ja	1.7	225.4	8.2	0	0	0.0	0.0	9	773.0	2.23e-08	This study	hargrave 2017-10-24 19:16:43	LT-T-Z:LP-DIR-T	g	732	u	8	273			pmagpy-3.16.0	5.510000000000001e-10	4.36e-10	3.65e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T10	TR035-Ja:LP-DIR-T	TR035-Ja	2.5	226.2	8.5	0	0	0.0	0.0	10	798.0	2.17e-08	This study	hargrave 2017-10-26 18:31:29	LT-T-Z:LP-DIR-T	g	733	u	8	273			pmagpy-3.16.0	7.41e-10	6.22e-10	3.78e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T11	TR035-Ja:LP-DIR-T	TR035-Ja	4.1	223.6	8.5	0	0	0.0	0.0	11	823.0	2.11e-08	This study	hargrave 2017-10-27 16:29:20	LT-T-Z:LP-DIR-T	g	734	u	8	273			pmagpy-3.16.0	1.07e-09	1.0800000000000002e-09	3.4e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T12	TR035-Ja:LP-DIR-T	TR035-Ja	3.1	225.3	8.8	0	0	0.0	0.0	12	828.0	2.07e-08	This study	hargrave 2017-10-28 18:00:48	LT-T-Z:LP-DIR-T	g	735	u	8	273			pmagpy-3.16.0	1.01e-09	5.95e-10	3.96e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T13	TR035-Ja:LP-DIR-T	TR035-Ja	3.2	227.6	8.2	0	0	0.0	0.0	13	833.0	2.02e-08	This study	hargrave 2017-11-03 14:37:08	LT-T-Z:LP-DIR-T	g	736	u	8	273			pmagpy-3.16.0	7.76e-10	6.87e-10	5.62e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T14	TR035-Ja:LP-DIR-T	TR035-Ja	6.3	226.6	8.2	0	0	0.0	0.0	14	838.0	1.98e-08	This study	hargrave 2017-11-05 13:30:02	LT-T-Z:LP-DIR-T	g	737	u	8	273			pmagpy-3.16.0	1.55e-09	1.47e-09	5.59e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T15	TR035-Ja:LP-DIR-T	TR035-Ja	2.2	225.7	8.4	0	0	0.0	0.0	15	843.0	1.98e-08	This study	hargrave 2017-11-09 11:03:14	LT-T-Z:LP-DIR-T	g	738	u	8	273			pmagpy-3.16.0	5.16e-10	3.9100000000000005e-10	5.36e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T16	TR035-Ja:LP-DIR-T	TR035-Ja	2.2	223.9	8.7	0	0	0.0	0.0	16	848.0	1.96e-08	This study	hargrave 2017-11-09 19:55:53	LT-T-Z:LP-DIR-T	g	739	u	8	273			pmagpy-3.16.0	5.59e-10	4.900000000000001e-10	4.55e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T17	TR035-Ja:LP-DIR-T	TR035-Ja	2.3	227.6	7.7	0	0	0.0	0.0	17	853.0	1.94e-08	This study	hargrave 2017-11-14 15:40:07	LT-T-Z:LP-DIR-T	g	740	u	8	273			pmagpy-3.16.0	4.86e-10	4.35e-10	5.74e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T18	TR035-Ja:LP-DIR-T	TR035-Ja	5.2	223.8	8.6	0	0	0.0	0.0	18	873.0	1.88e-08	This study	hargrave 2017-11-17 14:52:29	LT-T-Z:LP-DIR-T	g	741	u	8	273			pmagpy-3.16.0	1.3e-09	1.19e-09	3.09e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T19	TR035-Ja:LP-DIR-T	TR035-Ja	3.9	229.2	9.5	0	0	0.0	0.0	19	893.0	1.76e-08	This study	hargrave 2017-11-19 14:10:24	LT-T-Z:LP-DIR-T	g	742	u	8	273			pmagpy-3.16.0	9.33e-10	6.940000000000001e-10	4.74e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T20	TR035-Ja:LP-DIR-T	TR035-Ja	2.4	226.7	9.3	0	0	0.0	0.0	20	903.0	1.75e-08	This study	hargrave 2017-11-21 13:24:06	LT-T-Z:LP-DIR-T	g	743	u	8	273			pmagpy-3.16.0	5.11e-10	5.69e-10	5.15e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T21	TR035-Ja:LP-DIR-T	TR035-Ja	2.4	225.2	9.9	0	0	0.0	0.0	21	913.0	1.72e-08	This study	hargrave 2017-11-27 12:41:19	LT-T-Z:LP-DIR-T	g	744	u	8	273			pmagpy-3.16.0	5.46e-10	5.37e-10	4.81e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T22	TR035-Ja:LP-DIR-T	TR035-Ja	2.5	225.0	8.1	0	0	0.0	0.0	22	918.0	1.66e-08	This study	hargrave 2017-11-28 11:35:50	LT-T-Z:LP-DIR-T	g	745	u	8	273			pmagpy-3.16.0	5.38e-10	3.85e-10	6.38e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T23	TR035-Ja:LP-DIR-T	TR035-Ja	3.6	230.9	6.8	0	0	0.0	0.0	23	923.0	1.83e-08	This study	hargrave 2017-12-08 17:20:18	LT-T-Z:LP-DIR-T	g	746	u	8	273			pmagpy-3.16.0	5.5e-10	4.05e-10	1.0300000000000002e-09	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T24	TR035-Ja:LP-DIR-T	TR035-Ja	4.0	214.5	8.1	0	0	0.0	0.0	24	928.0	1.35e-08	This study	hargrave 2017-12-11 18:02:20	LT-T-Z:LP-DIR-T	g	747	u	8	273			pmagpy-3.16.0	4.43e-10	3.4e-10	9e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T25	TR035-Ja:LP-DIR-T	TR035-Ja	3.2	232.4	8.2	0	0	0.0	0.0	25	933.0	1.93e-08	This study	hargrave 2017-12-12 18:40:15	LT-T-Z:LP-DIR-T	g	748	u	8	273			pmagpy-3.16.0	3.72e-10	7.649999999999999e-10	9.91e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T26	TR035-Ja:LP-DIR-T	TR035-Ja	4.0	213.0	6.0	0	0	0.0	0.0	26	938.0	1.6e-08	This study	hargrave 2018-01-08 17:16:50	LT-T-Z:LP-DIR-T	g	749	u	8	273			pmagpy-3.16.0	3.85e-10	6.569999999999999e-10	9.300000000000001e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T27	TR035-Ja:LP-DIR-T	TR035-Ja	3.7	233.3	4.8	0	0	0.0	0.0	27	943.0	1.87e-08	This study	hargrave 2018-01-11 09:19:00	LT-T-Z:LP-DIR-T	g	750	u	8	273			pmagpy-3.16.0	6.610000000000001e-10	3.46e-10	1.05e-09	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T28	TR035-Ja:LP-DIR-T	TR035-Ja	3.4	219.7	3.6	0	0	0.0	0.0	28	945.0	1.53e-08	This study	hargrave 2018-01-12 09:16:20	LT-T-Z:LP-DIR-T	g	751	u	8	273			pmagpy-3.16.0	2.62e-10	5.32e-10	8.690000000000002e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T29	TR035-Ja:LP-DIR-T	TR035-Ja	6.3	157.1	2.0	0	0	0.0	0.0	29	947.0	6.81e-09	This study	hargrave 2018-01-16 16:25:11	LT-T-Z:LP-DIR-T	g	752	u	8	273			pmagpy-3.16.0	2.3e-10	5.86e-10	4.900000000000001e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T30	TR035-Ja:LP-DIR-T	TR035-Ja	4.4	212.5	0.0	0	0	0.0	0.0	30	949.0	1.21e-08	This study	hargrave 2018-01-17 16:22:01	LT-T-Z:LP-DIR-T	g	753	u	8	273			pmagpy-3.16.0	2.39e-10	3.42e-10	9.14e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T31	TR035-Ja:LP-DIR-T	TR035-Ja	7.1	207.1	7.2	0	0	0.0	0.0	31	951.0	7.38e-09	This study	hargrave 2018-01-24 13:24:34	LT-T-Z:LP-DIR-T	g	754	u	8	273			pmagpy-3.16.0	3.5000000000000003e-10	3.36e-10	8.52e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T32	TR035-Ja:LP-DIR-T	TR035-Ja	8.5	208.2	7.9	0	0	0.0	0.0	32	951.0	7.15e-09	This study	hargrave 2018-01-24 15:35:10	LT-T-Z:LP-DIR-T	g	755	u	8	273			pmagpy-3.16.0	3.7400000000000005e-10	3.6000000000000005e-10	9.94e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T33	TR035-Ja:LP-DIR-T	TR035-Ja	8.5	207.4	7.7	0	0	0.0	0.0	33	951.0	7.08e-09	This study	hargrave 2018-01-24 17:54:08	LT-T-Z:LP-DIR-T	g	756	u	8	273			pmagpy-3.16.0	3.57e-10	4.19e-10	9.71e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T34	TR035-Ja:LP-DIR-T	TR035-Ja	8.5	191.5	-9.1	0	0	0.0	0.0	34	953.0	5.920000000000001e-09	This study	hargrave 2018-01-27 10:00:33	LT-T-Z:LP-DIR-T	g	757	u	8	273			pmagpy-3.16.0	3.67e-10	4.22e-10	7.330000000000001e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T35	TR035-Ja:LP-DIR-T	TR035-Ja	10.3	194.8	-7.6	0	0	0.0	0.0	35	953.0	5.560000000000001e-09	This study	hargrave 2018-01-27 12:25:07	LT-T-Z:LP-DIR-T	g	758	u	8	273			pmagpy-3.16.0	3.29e-10	5.899999999999999e-10	8.87e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T36	TR035-Ja:LP-DIR-T	TR035-Ja	9.1	192.5	-8.1	0	0	0.0	0.0	36	953.0	5.63e-09	This study	hargrave 2018-01-27 13:24:50	LT-T-Z:LP-DIR-T	g	759	u	8	273			pmagpy-3.16.0	3.34e-10	4.86e-10	8.150000000000001e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T37	TR035-Ja:LP-DIR-T	TR035-Ja	5.9	235.7	7.0	0	0	0.0	0.0	37	955.0	1.01e-08	This study	hargrave 2018-01-31 17:38:46	LT-T-Z:LP-DIR-T	g	760	u	8	273			pmagpy-3.16.0	4.08e-10	4.55e-10	9.29e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T38	TR035-Ja:LP-DIR-T	TR035-Ja	12.0	173.9	-1.6	0	0	0.0	0.0	38	957.0	4.670000000000001e-09	This study	hargrave 2018-02-05 20:07:42	LT-T-Z:LP-DIR-T	g	761	u	8	273			pmagpy-3.16.0	2.64e-10	5.200000000000001e-10	8.33e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T39	TR035-Ja:LP-DIR-T	TR035-Ja	12.9	177.5	0.2	0	0	0.0	0.0	39	957.0	4.08e-09	This study	hargrave 2018-02-06 12:32:56	LT-T-Z:LP-DIR-T	g	762	u	8	273			pmagpy-3.16.0	3.23e-10	2.74e-10	8.740000000000002e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T40	TR035-Ja:LP-DIR-T	TR035-Ja	12.9	177.2	0.1	0	0	0.0	0.0	40	957.0	4.09e-09	This study	hargrave 2018-02-06 15:45:16	LT-T-Z:LP-DIR-T	g	763	u	8	273			pmagpy-3.16.0	3.09e-10	3.96e-10	8.309999999999999e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T41	TR035-Ja:LP-DIR-T	TR035-Ja	7.9	218.2	4.3	0	0	0.0	0.0	41	959.0	6.970000000000001e-09	This study	hargrave 2018-02-12 11:00:59	LT-T-Z:LP-DIR-T	g	764	u	8	273			pmagpy-3.16.0	1.6299999999999998e-10	3.2000000000000003e-10	9.14e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T42	TR035-Ja:LP-DIR-T	TR035-Ja	10.8	210.0	-4.3	0	0	0.0	0.0	42	961.0	4.65e-09	This study	hargrave 2018-02-26 11:25:12	LT-T-Z:LP-DIR-T	g	765	u	8	273			pmagpy-3.16.0	2.27e-10	2.6000000000000003e-10	8.55e-10	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T43	TR035-Ja:LP-DIR-T	TR035-Ja	15.8	211.6	-5.2	0	0	0.0	0.0	43	961.0	4.42e-09	This study	hargrave 2018-02-26 14:14:50	LT-T-Z:LP-DIR-T	g	766	u	8	273			pmagpy-3.16.0	3.13e-10	4.97e-10	1.21e-09	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T44	TR035-Ja:LP-DIR-T	TR035-Ja	14.2	233.2	13.7	0	0	0.0	0.0	44	963.0	5.6000000000000005e-09	This study	hargrave 2018-02-28 12:03:06	LT-T-Z:LP-DIR-T	g	767	u	8	273			pmagpy-3.16.0	2.36e-10	3.69e-10	1.35e-09	TR035-J	TR035	Luoman2
TR035-Ja:LP-DIR-T45	TR035-Ja:LP-DIR-T	TR035-Ja	14.2	230.5	11.5	0	0	0.0	0.0	45	963.0	5.2e-09	This study	hargrave 2018-02-28 16:23:35	LT-T-Z:LP-DIR-T	g	768	u	8	273			pmagpy-3.16.0	2.77e-10	4.93e-10	1.21e-09	TR035-J	TR035	Luoman2
TR035-KKa:LP-DIR-T1	TR035-KKa:LP-DIR-T	TR035-KKa	5.8	170.3	-25.2	0	0	0.0	0.0	1	273.0	3.01e-08	This study	hargrave 2017-10-13 20:24:33	LT-NO:LP-DIR-T	g	769	u	8	273			pmagpy-3.16.0	6.92e-10	2.97e-09	5.62e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T2	TR035-KKa:LP-DIR-T	TR035-KKa	3.8	167.8	-25.4	0	0	0.0	0.0	2	373.0	2.97e-08	This study	hargrave 2017-10-15 20:21:31	LT-T-Z:LP-DIR-T	g	770	u	8	273			pmagpy-3.16.0	7.649999999999999e-10	1.8e-09	4.97e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T3	TR035-KKa:LP-DIR-T	TR035-KKa	2.6	167.3	-26.5	0	0	0.0	0.0	3	473.0	2.96e-08	This study	hargrave 2017-10-16 14:31:05	LT-T-Z:LP-DIR-T	g	771	u	8	273			pmagpy-3.16.0	5.400000000000001e-10	1.16e-09	5.49e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T4	TR035-KKa:LP-DIR-T	TR035-KKa	2.6	166.8	-26.3	0	0	0.0	0.0	4	573.0	2.92e-08	This study	hargrave 2017-10-17 11:20:37	LT-T-Z:LP-DIR-T	g	772	u	8	273			pmagpy-3.16.0	5.59e-10	1.18e-09	5.220000000000001e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T5	TR035-KKa:LP-DIR-T	TR035-KKa	1.9	167.3	-26.8	0	0	0.0	0.0	5	623.0	2.92e-08	This study	hargrave 2017-10-18 09:27:26	LT-T-Z:LP-DIR-T	g	773	u	8	273			pmagpy-3.16.0	5.93e-10	6.38e-10	5.14e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T6	TR035-KKa:LP-DIR-T	TR035-KKa	3.5	166.8	-27.1	0	0	0.0	0.0	6	673.0	2.88e-08	This study	hargrave 2017-10-20 17:03:33	LT-T-Z:LP-DIR-T	g	774	u	8	273			pmagpy-3.16.0	6.1e-10	1.62e-09	4.7e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T7	TR035-KKa:LP-DIR-T	TR035-KKa	2.7	165.4	-27.2	0	0	0.0	0.0	7	723.0	2.84e-08	This study	hargrave 2017-10-23 11:41:52	LT-T-Z:LP-DIR-T	g	775	u	8	273			pmagpy-3.16.0	4.24e-10	1.18e-09	4.53e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T8	TR035-KKa:LP-DIR-T	TR035-KKa	1.8	163.8	-27.3	0	0	0.0	0.0	8	748.0	2.83e-08	This study	hargrave 2017-10-24 09:07:13	LT-T-Z:LP-DIR-T	g	776	u	8	273			pmagpy-3.16.0	4.689999999999999e-10	6.950000000000001e-10	3.86e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T9	TR035-KKa:LP-DIR-T	TR035-KKa	2.1	164.1	-27.4	0	0	0.0	0.0	9	773.0	2.81e-08	This study	hargrave 2017-10-25 08:45:30	LT-T-Z:LP-DIR-T	g	777	u	8	273			pmagpy-3.16.0	5.510000000000001e-10	8.29e-10	4.08e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T10	TR035-KKa:LP-DIR-T	TR035-KKa	1.9	162.7	-27.9	0	0	0.0	0.0	10	798.0	2.8e-08	This study	hargrave 2017-10-26 19:14:21	LT-T-Z:LP-DIR-T	g	778	u	8	273			pmagpy-3.16.0	4.6e-10	6.660000000000001e-10	4.79e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T11	TR035-KKa:LP-DIR-T	TR035-KKa	4.1	162.6	-28.2	0	0	0.0	0.0	11	823.0	2.76e-08	This study	hargrave 2017-10-27 17:08:58	LT-T-Z:LP-DIR-T	g	779	u	8	273			pmagpy-3.16.0	7.71e-10	1.7800000000000005e-09	4.6e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T12	TR035-KKa:LP-DIR-T	TR035-KKa	2.7	160.9	-27.6	0	0	0.0	0.0	12	828.0	2.73e-08	This study	hargrave 2017-10-28 19:36:20	LT-T-Z:LP-DIR-T	g	780	u	8	273			pmagpy-3.16.0	8.04e-10	6.5e-10	9.31e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T13	TR035-KKa:LP-DIR-T	TR035-KKa	3.3	158.5	-27.7	0	0	0.0	0.0	13	833.0	2.65e-08	This study	hargrave 2017-11-03 15:19:03	LT-T-Z:LP-DIR-T	g	781	u	8	273			pmagpy-3.16.0	6.78e-10	1.23e-09	6.130000000000001e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T14	TR035-KKa:LP-DIR-T	TR035-KKa	2.9	161.0	-28.0	0	0	0.0	0.0	14	838.0	2.6e-08	This study	hargrave 2017-11-05 14:11:08	LT-T-Z:LP-DIR-T	g	782	u	8	273			pmagpy-3.16.0	6.370000000000001e-10	9.79e-10	6.64e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T15	TR035-KKa:LP-DIR-T	TR035-KKa	2.8	160.2	-28.0	0	0	0.0	0.0	15	843.0	2.62e-08	This study	hargrave 2017-11-09 11:44:26	LT-T-Z:LP-DIR-T	g	783	u	8	273			pmagpy-3.16.0	5.81e-10	9.82e-10	6.03e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T16	TR035-KKa:LP-DIR-T	TR035-KKa	2.3	159.7	-27.9	0	0	0.0	0.0	16	848.0	2.59e-08	This study	hargrave 2017-11-09 20:34:22	LT-T-Z:LP-DIR-T	g	784	u	8	273			pmagpy-3.16.0	5.68e-10	6.23e-10	6.5e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T17	TR035-KKa:LP-DIR-T	TR035-KKa	2.9	159.9	-27.8	0	0	0.0	0.0	17	853.0	2.56e-08	This study	hargrave 2017-11-14 16:21:39	LT-T-Z:LP-DIR-T	g	785	u	8	273			pmagpy-3.16.0	6.04e-10	9.56e-10	6.700000000000001e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T18	TR035-KKa:LP-DIR-T	TR035-KKa	5.2	159.8	-28.3	0	0	0.0	0.0	18	873.0	2.6e-08	This study	hargrave 2017-11-17 15:34:26	LT-T-Z:LP-DIR-T	g	786	u	8	273			pmagpy-3.16.0	9.82e-10	2.14e-09	4.57e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T19	TR035-KKa:LP-DIR-T	TR035-KKa	2.6	156.5	-28.6	0	0	0.0	0.0	19	893.0	2.58e-08	This study	hargrave 2017-11-19 14:52:21	LT-T-Z:LP-DIR-T	g	787	u	8	273			pmagpy-3.16.0	6.5e-10	8.989999999999998e-10	4.54e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T20	TR035-KKa:LP-DIR-T	TR035-KKa	2.2	157.5	-28.6	0	0	0.0	0.0	20	903.0	2.48e-08	This study	hargrave 2017-11-21 14:05:08	LT-T-Z:LP-DIR-T	g	788	u	8	273			pmagpy-3.16.0	5.38e-10	7.12e-10	3.63e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T21	TR035-KKa:LP-DIR-T	TR035-KKa	2.5	156.9	-27.8	0	0	0.0	0.0	21	913.0	2.48e-08	This study	hargrave 2017-11-27 13:22:50	LT-T-Z:LP-DIR-T	g	789	u	8	273			pmagpy-3.16.0	6.769999999999999e-10	7.74e-10	4.38e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T22	TR035-KKa:LP-DIR-T	TR035-KKa	1.8	156.4	-26.8	0	0	0.0	0.0	22	918.0	2.37e-08	This study	hargrave 2017-11-28 12:17:37	LT-T-Z:LP-DIR-T	g	790	u	8	273			pmagpy-3.16.0	6.090000000000001e-10	4.13e-10	3.83e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T23	TR035-KKa:LP-DIR-T	TR035-KKa	1.8	152.5	-28.6	0	0	0.0	0.0	23	923.0	2.46e-08	This study	hargrave 2017-12-08 18:00:17	LT-T-Z:LP-DIR-T	g	791	u	8	273			pmagpy-3.16.0	4.93e-10	4.32e-10	5.48e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T24	TR035-KKa:LP-DIR-T	TR035-KKa	1.3	153.9	-25.9	0	0	0.0	0.0	24	928.0	2.38e-08	This study	hargrave 2017-12-11 18:43:01	LT-T-Z:LP-DIR-T	g	792	u	8	273			pmagpy-3.16.0	5.510000000000001e-10	3.24e-10	2.09e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T25	TR035-KKa:LP-DIR-T	TR035-KKa	1.4	154.0	-28.6	0	0	0.0	0.0	25	933.0	2.42e-08	This study	hargrave 2017-12-12 19:22:38	LT-T-Z:LP-DIR-T	g	793	u	8	273			pmagpy-3.16.0	5.47e-10	4.200000000000001e-10	2.05e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T26	TR035-KKa:LP-DIR-T	TR035-KKa	3.1	155.4	-26.0	0	0	0.0	0.0	26	938.0	2.34e-08	This study	hargrave 2018-01-08 17:58:38	LT-T-Z:LP-DIR-T	g	794	u	8	273			pmagpy-3.16.0	9.16e-10	9.31e-10	3.25e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T27	TR035-KKa:LP-DIR-T	TR035-KKa	2.1	152.0	-28.2	0	0	0.0	0.0	27	943.0	2.41e-08	This study	hargrave 2018-01-11 10:04:05	LT-T-Z:LP-DIR-T	g	795	u	8	273			pmagpy-3.16.0	6.01e-10	5.530000000000001e-10	4.55e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T28	TR035-KKa:LP-DIR-T	TR035-KKa	3.3	151.1	-26.7	0	0	0.0	0.0	28	945.0	2.3e-08	This study	hargrave 2018-01-12 09:59:55	LT-T-Z:LP-DIR-T	g	796	u	8	273			pmagpy-3.16.0	9.83e-10	9.300000000000001e-10	3.64e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T29	TR035-KKa:LP-DIR-T	TR035-KKa	2.2	151.6	-28.2	0	0	0.0	0.0	29	947.0	2.37e-08	This study	hargrave 2018-01-16 17:06:50	LT-T-Z:LP-DIR-T	g	797	u	8	273			pmagpy-3.16.0	8.500000000000002e-10	4.45e-10	3.4e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T30	TR035-KKa:LP-DIR-T	TR035-KKa	2.3	151.2	-27.5	0	0	0.0	0.0	30	949.0	2.18e-08	This study	hargrave 2018-01-17 17:07:03	LT-T-Z:LP-DIR-T	g	798	u	8	273			pmagpy-3.16.0	8.210000000000001e-10	4.17e-10	3.03e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T31	TR035-KKa:LP-DIR-T	TR035-KKa	3.1	152.4	-29.8	0	0	0.0	0.0	31	951.0	2.19e-08	This study	hargrave 2018-01-24 13:56:53	LT-T-Z:LP-DIR-T	g	799	u	8	273			pmagpy-3.16.0	1.61e-09	6.710000000000001e-10	3.25e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T32	TR035-KKa:LP-DIR-T	TR035-KKa	4.6	150.1	-27.5	0	0	0.0	0.0	32	953.0	1.75e-08	This study	hargrave 2018-01-27 10:41:22	LT-T-Z:LP-DIR-T	g	800	u	8	273			pmagpy-3.16.0	9.38e-10	1.04e-09	3.92e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T33	TR035-KKa:LP-DIR-T	TR035-KKa	3.0	149.8	-28.8	0	0	0.0	0.0	33	955.0	1.35e-08	This study	hargrave 2018-01-31 18:20:25	LT-T-Z:LP-DIR-T	g	801	u	8	273			pmagpy-3.16.0	5.48e-10	4.979999999999999e-10	2.43e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T34	TR035-KKa:LP-DIR-T	TR035-KKa	5.2	151.6	-24.0	0	0	0.0	0.0	34	957.0	7.659999999999999e-09	This study	hargrave 2018-02-05 20:53:13	LT-T-Z:LP-DIR-T	g	802	u	8	273			pmagpy-3.16.0	4e-10	5.44e-10	2.86e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T35	TR035-KKa:LP-DIR-T	TR035-KKa	4.5	134.5	-37.2	0	0	0.0	0.0	35	959.0	6.64e-09	This study	hargrave 2018-02-12 11:41:03	LT-T-Z:LP-DIR-T	g	803	u	8	273			pmagpy-3.16.0	2.83e-10	3.25e-10	3.39e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T36	TR035-KKa:LP-DIR-T	TR035-KKa	5.9	133.1	-20.0	0	0	0.0	0.0	36	961.0	2.32e-09	This study	hargrave 2018-02-26 11:58:29	LT-T-Z:LP-DIR-T	g	804	u	8	273			pmagpy-3.16.0	1.02e-10	8.190000000000001e-11	2.4e-10	TR035-KK	TR035	Luoman2
TR035-KKa:LP-DIR-T37	TR035-KKa:LP-DIR-T	TR035-KKa	15.8	120.0	-32.4	0	0	0.0	0.0	37	963.0	2.19e-09	This study	hargrave 2018-02-28 12:42:57	LT-T-Z:LP-DIR-T	g	805	u	8	273			pmagpy-3.16.0	1.3999999999999998e-10	3.04e-10	5.32e-10	TR035-KK	TR035	Luoman2
